bar,day,start,end,date
"Iron Library Tavern",Sunday,08:00,22:45,2018-10-14
"Iron Library Tavern",Saturday,12:00,23:00,2018-10-13
"Iron Tigress Inn",Monday,10:00,23:45,2018-10-15
"Iron Tigress Inn",Tuesday,11:00,22:30,2018-10-09
"Iron Tigress Inn",Wednesday,10:00,22:00,2018-10-10
"Iron Tigress Inn",Thursday,11:00,22:30,2018-10-11
"Iron Tigress Inn",Friday,11:00,22:15,2018-10-12
"Iron Tigress Inn",Sunday,08:00,22:45,2018-10-14
"Iron Tigress Inn",Saturday,11:00,22:15,2018-10-13
"Iron Turkey",Monday,09:00,22:45,2018-10-15
"Iron Turkey",Tuesday,12:00,23:15,2018-10-09
"Iron Turkey",Wednesday,11:00,22:45,2018-10-10
"Iron Turkey",Thursday,11:00,23:45,2018-10-11
"Iron Turkey",Friday,08:00,23:15,2018-10-12
"Iron Turkey",Sunday,11:00,22:30,2018-10-14
"Iron Turkey",Saturday,09:00,23:30,2018-10-13
"Itchy Cheetah Bar",Monday,11:00,22:15,2018-10-15
"Itchy Cheetah Bar",Tuesday,09:00,22:30,2018-10-09
"Itchy Cheetah Bar",Wednesday,12:00,23:45,2018-10-10
"Itchy Cheetah Bar",Thursday,11:00,22:00,2018-10-11
"Itchy Cheetah Bar",Friday,12:00,23:15,2018-10-12
"Itchy Cheetah Bar",Sunday,12:00,23:30,2018-10-14
"Itchy Cheetah Bar",Saturday,09:00,23:00,2018-10-13
"Ivory Lamb Pub",Monday,08:00,22:30,2018-10-15
"Ivory Lamb Pub",Tuesday,11:00,22:15,2018-10-09
"Ivory Lamb Pub",Wednesday,10:00,22:00,2018-10-10
"Ivory Lamb Pub",Thursday,08:00,22:00,2018-10-11
"Ivory Lamb Pub",Friday,12:00,22:30,2018-10-12
"Ivory Lamb Pub",Sunday,08:00,22:00,2018-10-14
"Ivory Lamb Pub",Saturday,11:00,23:15,2018-10-13
"Jaded Pants Pub",Monday,08:00,23:30,2018-10-15
"Jaded Pants Pub",Tuesday,10:00,22:00,2018-10-09
"Jaded Pants Pub",Wednesday,12:00,22:15,2018-10-10
"Jaded Pants Pub",Thursday,12:00,22:15,2018-10-11
"Jaded Pants Pub",Friday,10:00,23:15,2018-10-12
"Jaded Pants Pub",Sunday,12:00,22:45,2018-10-14
"Jaded Pants Pub",Saturday,11:00,23:45,2018-10-13
"Jealous Fiddle Pub",Monday,10:00,23:15,2018-10-15
"Jealous Fiddle Pub",Tuesday,09:00,22:15,2018-10-09
"Jealous Fiddle Pub",Wednesday,12:00,22:45,2018-10-10
"Jealous Fiddle Pub",Thursday,09:00,23:45,2018-10-11
"Jealous Fiddle Pub",Friday,10:00,23:15,2018-10-12
"Jealous Fiddle Pub",Sunday,10:00,22:30,2018-10-14
"Jealous Fiddle Pub",Saturday,09:00,23:15,2018-10-13
"Keen Snail Bar",Monday,12:00,22:15,2018-10-15
"Keen Snail Bar",Tuesday,11:00,22:00,2018-10-09
"Keen Snail Bar",Wednesday,08:00,22:45,2018-10-10
"Keen Snail Bar",Thursday,08:00,23:15,2018-10-11
"Keen Snail Bar",Friday,11:00,22:00,2018-10-12
"Keen Snail Bar",Sunday,08:00,23:30,2018-10-14
"Keen Snail Bar",Saturday,09:00,23:15,2018-10-13
"Latino Magpie",Monday,08:00,23:15,2018-10-15
"Latino Magpie",Tuesday,11:00,22:15,2018-10-09
"Latino Magpie",Wednesday,12:00,22:45,2018-10-10
"Latino Magpie",Thursday,08:00,23:00,2018-10-11
"Latino Magpie",Friday,10:00,23:15,2018-10-12
"Latino Magpie",Sunday,12:00,23:00,2018-10-14
"Latino Magpie",Saturday,11:00,23:45,2018-10-13
"Laughing Elephant Tavern",Monday,10:00,22:30,2018-10-15
"Laughing Elephant Tavern",Tuesday,11:00,23:00,2018-10-09
"Laughing Elephant Tavern",Wednesday,11:00,22:30,2018-10-10
"Laughing Elephant Tavern",Thursday,12:00,23:30,2018-10-11
"Laughing Elephant Tavern",Friday,08:00,22:30,2018-10-12
"Laughing Elephant Tavern",Sunday,08:00,22:30,2018-10-14
"Laughing Elephant Tavern",Saturday,08:00,22:15,2018-10-13
"Little Elixir Club",Monday,08:00,22:00,2018-10-15
"Little Elixir Club",Tuesday,10:00,23:45,2018-10-09
"Little Elixir Club",Wednesday,08:00,23:30,2018-10-10
"Little Elixir Club",Thursday,12:00,23:45,2018-10-11
"Little Elixir Club",Friday,09:00,22:15,2018-10-12
"Little Elixir Club",Sunday,12:00,22:00,2018-10-14
"Little Elixir Club",Saturday,12:00,23:45,2018-10-13
"Lively Elf",Monday,12:00,23:45,2018-10-15
"Lively Elf",Tuesday,10:00,22:00,2018-10-09
"Lively Elf",Wednesday,09:00,23:30,2018-10-10
"Lively Elf",Thursday,09:00,23:15,2018-10-11
"Lively Elf",Friday,09:00,23:00,2018-10-12
"Lively Elf",Sunday,09:00,22:00,2018-10-14
"Lively Elf",Saturday,11:00,22:15,2018-10-13
"Lonely Snowdrop",Monday,11:00,22:30,2018-10-15
"Lonely Snowdrop",Tuesday,09:00,22:00,2018-10-09
"Lonely Snowdrop",Wednesday,12:00,22:45,2018-10-10
"Lonely Snowdrop",Thursday,11:00,23:15,2018-10-11
"Lonely Snowdrop",Friday,09:00,22:45,2018-10-12
"Lonely Snowdrop",Sunday,10:00,23:00,2018-10-14
"Lonely Snowdrop",Saturday,10:00,23:00,2018-10-13
"Loud Elderberry Bar",Monday,09:00,23:15,2018-10-15
"Loud Elderberry Bar",Tuesday,10:00,23:45,2018-10-09
"Loud Elderberry Bar",Wednesday,12:00,22:45,2018-10-10
"Loud Elderberry Bar",Thursday,12:00,23:15,2018-10-11
"Loud Elderberry Bar",Friday,10:00,22:45,2018-10-12
"Loud Elderberry Bar",Sunday,08:00,23:00,2018-10-14
"Loud Elderberry Bar",Saturday,11:00,22:15,2018-10-13
"Lying Explorer Tavern",Monday,10:00,23:00,2018-10-15
"Lying Explorer Tavern",Tuesday,10:00,22:15,2018-10-09
"Lying Explorer Tavern",Wednesday,10:00,23:30,2018-10-10
"Lying Explorer Tavern",Thursday,09:00,22:00,2018-10-11
"Lying Explorer Tavern",Friday,08:00,22:30,2018-10-12
"Lying Explorer Tavern",Sunday,10:00,22:00,2018-10-14
"Lying Explorer Tavern",Saturday,10:00,22:45,2018-10-13
"Magnificent Dark Elf Bar",Monday,08:00,22:00,2018-10-15
"Magnificent Dark Elf Bar",Tuesday,12:00,22:15,2018-10-09
"Magnificent Dark Elf Bar",Wednesday,08:00,22:00,2018-10-10
"Magnificent Dark Elf Bar",Thursday,09:00,22:15,2018-10-11
"Magnificent Dark Elf Bar",Friday,10:00,22:00,2018-10-12
"Magnificent Dark Elf Bar",Sunday,12:00,23:15,2018-10-14
"Magnificent Dark Elf Bar",Saturday,08:00,22:45,2018-10-13
"Middle Cushion Bar",Monday,08:00,23:00,2018-10-15
"Middle Cushion Bar",Tuesday,11:00,23:45,2018-10-09
"Middle Cushion Bar",Wednesday,12:00,23:15,2018-10-10
"Middle Cushion Bar",Thursday,08:00,22:00,2018-10-11
"Middle Cushion Bar",Friday,12:00,22:45,2018-10-12
"Middle Cushion Bar",Sunday,08:00,23:30,2018-10-14
"Middle Cushion Bar",Saturday,09:00,23:45,2018-10-13
"Mixing Demon Pub",Monday,11:00,22:15,2018-10-15
"Mixing Demon Pub",Tuesday,12:00,23:00,2018-10-09
"Mixing Demon Pub",Wednesday,12:00,23:15,2018-10-10
"Mixing Demon Pub",Thursday,12:00,22:15,2018-10-11
"Mixing Demon Pub",Friday,08:00,23:15,2018-10-12
"Mixing Demon Pub",Sunday,12:00,23:45,2018-10-14
"Mixing Demon Pub",Saturday,09:00,22:30,2018-10-13
"Molten Ants Bar",Monday,10:00,22:30,2018-10-15
"Molten Ants Bar",Tuesday,12:00,23:00,2018-10-09
"Molten Ants Bar",Wednesday,12:00,22:00,2018-10-10
"Molten Ants Bar",Thursday,10:00,23:30,2018-10-11
"Molten Ants Bar",Friday,09:00,22:15,2018-10-12
"Molten Ants Bar",Sunday,12:00,22:15,2018-10-14
"Molten Ants Bar",Saturday,11:00,22:45,2018-10-13
"Natural Leopard",Monday,09:00,22:00,2018-10-15
"Natural Leopard",Tuesday,10:00,22:15,2018-10-09
"Natural Leopard",Wednesday,08:00,22:15,2018-10-10
"Natural Leopard",Thursday,09:00,22:00,2018-10-11
"Natural Leopard",Friday,09:00,23:30,2018-10-12
"Natural Leopard",Sunday,12:00,22:15,2018-10-14
"Natural Leopard",Saturday,12:00,22:15,2018-10-13
"Natural Squash Tavern",Monday,12:00,22:30,2018-10-15
"Natural Squash Tavern",Tuesday,09:00,23:30,2018-10-09
"Natural Squash Tavern",Wednesday,08:00,22:30,2018-10-10
"Natural Squash Tavern",Thursday,08:00,23:30,2018-10-11
"Natural Squash Tavern",Friday,09:00,23:15,2018-10-12
"Natural Squash Tavern",Sunday,08:00,22:30,2018-10-14
"Natural Squash Tavern",Saturday,08:00,23:45,2018-10-13
"Naughty Bean Inn",Monday,09:00,23:00,2018-10-15
"Naughty Bean Inn",Tuesday,09:00,23:00,2018-10-09
"Naughty Bean Inn",Wednesday,09:00,22:45,2018-10-10
"Naughty Bean Inn",Thursday,11:00,22:15,2018-10-11
"Naughty Bean Inn",Friday,08:00,22:30,2018-10-12
"Naughty Bean Inn",Sunday,09:00,23:30,2018-10-14
"Naughty Bean Inn",Saturday,10:00,22:00,2018-10-13
"Needy Mind Tavern",Monday,12:00,23:30,2018-10-15
"Needy Mind Tavern",Tuesday,11:00,23:00,2018-10-09
"Needy Mind Tavern",Wednesday,12:00,22:15,2018-10-10
"Needy Mind Tavern",Thursday,08:00,22:00,2018-10-11
"Needy Mind Tavern",Friday,10:00,23:15,2018-10-12
"Needy Mind Tavern",Sunday,12:00,22:15,2018-10-14
"Needy Mind Tavern",Saturday,10:00,22:45,2018-10-13
"Nervous Jaguar Inn",Monday,10:00,22:30,2018-10-15
"Nervous Jaguar Inn",Tuesday,09:00,23:00,2018-10-09
"Nervous Jaguar Inn",Wednesday,09:00,23:00,2018-10-10
"Nervous Jaguar Inn",Thursday,11:00,23:00,2018-10-11
"Nervous Jaguar Inn",Friday,12:00,22:15,2018-10-12
"Nervous Jaguar Inn",Sunday,11:00,23:00,2018-10-14
"Nervous Jaguar Inn",Saturday,08:00,23:45,2018-10-13
"Nervous Mountain Inn",Monday,11:00,23:00,2018-10-15
"Nervous Mountain Inn",Tuesday,08:00,23:30,2018-10-09
"Nervous Mountain Inn",Wednesday,11:00,23:15,2018-10-10
"Nervous Mountain Inn",Thursday,08:00,22:00,2018-10-11
"Nervous Mountain Inn",Friday,10:00,22:15,2018-10-12
"Nervous Mountain Inn",Sunday,12:00,22:45,2018-10-14
"Nervous Mountain Inn",Saturday,09:00,23:45,2018-10-13
"New Spider Bar",Monday,08:00,22:30,2018-10-15
"New Spider Bar",Tuesday,12:00,23:15,2018-10-09
"New Spider Bar",Wednesday,10:00,22:30,2018-10-10
"New Spider Bar",Thursday,11:00,23:45,2018-10-11
"New Spider Bar",Friday,10:00,22:00,2018-10-12
"New Spider Bar",Sunday,09:00,22:15,2018-10-14
"New Spider Bar",Saturday,12:00,23:15,2018-10-13
"Nifty Branch Inn",Monday,08:00,23:00,2018-10-15
"Nifty Branch Inn",Tuesday,12:00,22:30,2018-10-09
"Nifty Branch Inn",Wednesday,10:00,22:00,2018-10-10
"Nifty Branch Inn",Thursday,08:00,22:45,2018-10-11
"Nifty Branch Inn",Friday,10:00,22:45,2018-10-12
"Nifty Branch Inn",Sunday,11:00,23:00,2018-10-14
"Nifty Branch Inn",Saturday,10:00,23:45,2018-10-13
"Nimble Squash",Monday,08:00,23:15,2018-10-15
"Nimble Squash",Tuesday,10:00,22:30,2018-10-09
"Nimble Squash",Wednesday,10:00,23:30,2018-10-10
"Nimble Squash",Thursday,09:00,22:15,2018-10-11
"Nimble Squash",Friday,10:00,22:30,2018-10-12
"Nimble Squash",Sunday,12:00,23:30,2018-10-14
"Nimble Squash",Saturday,10:00,22:30,2018-10-13
"Nimble Stream Pub",Monday,08:00,23:15,2018-10-15
"Nimble Stream Pub",Tuesday,12:00,22:45,2018-10-09
"Nimble Stream Pub",Wednesday,09:00,23:45,2018-10-10
"Nimble Stream Pub",Thursday,09:00,23:45,2018-10-11
"Nimble Stream Pub",Friday,11:00,23:00,2018-10-12
"Nimble Stream Pub",Sunday,09:00,22:30,2018-10-14
"Nimble Stream Pub",Saturday,12:00,23:00,2018-10-13
"Oceanic Knight Inn",Monday,09:00,22:45,2018-10-15
"Oceanic Knight Inn",Tuesday,08:00,23:00,2018-10-09
"Oceanic Knight Inn",Wednesday,11:00,22:45,2018-10-10
"Oceanic Knight Inn",Thursday,08:00,22:00,2018-10-11
"Oceanic Knight Inn",Friday,11:00,22:30,2018-10-12
"Oceanic Knight Inn",Sunday,12:00,22:15,2018-10-14
"Oceanic Knight Inn",Saturday,08:00,22:45,2018-10-13
"Oceanic Woodpecker Inn",Monday,09:00,23:30,2018-10-15
"Oceanic Woodpecker Inn",Tuesday,11:00,22:15,2018-10-09
"Oceanic Woodpecker Inn",Wednesday,10:00,23:15,2018-10-10
"Oceanic Woodpecker Inn",Thursday,10:00,23:30,2018-10-11
"Oceanic Woodpecker Inn",Friday,08:00,23:15,2018-10-12
"Oceanic Woodpecker Inn",Sunday,08:00,23:15,2018-10-14
"Oceanic Woodpecker Inn",Saturday,12:00,22:00,2018-10-13
"Organic Buffalo Bar",Monday,11:00,23:15,2018-10-15
"Organic Buffalo Bar",Tuesday,12:00,23:45,2018-10-09
"Organic Buffalo Bar",Wednesday,09:00,22:15,2018-10-10
"Organic Buffalo Bar",Thursday,08:00,22:45,2018-10-11
"Organic Buffalo Bar",Friday,08:00,23:00,2018-10-12
"Organic Buffalo Bar",Sunday,12:00,22:15,2018-10-14
"Organic Buffalo Bar",Saturday,10:00,23:30,2018-10-13
"Original Acorn Roadhouse",Monday,11:00,22:00,2018-10-15
"Original Acorn Roadhouse",Tuesday,12:00,23:00,2018-10-09
"Original Acorn Roadhouse",Wednesday,08:00,22:30,2018-10-10
"Original Acorn Roadhouse",Thursday,12:00,22:15,2018-10-11
"Original Acorn Roadhouse",Friday,12:00,22:45,2018-10-12
"Original Acorn Roadhouse",Sunday,09:00,23:45,2018-10-14
"Original Acorn Roadhouse",Saturday,10:00,23:30,2018-10-13
"Original Horse Brewpub",Monday,12:00,22:15,2018-10-15
"Original Horse Brewpub",Tuesday,11:00,23:45,2018-10-09
"Original Horse Brewpub",Wednesday,12:00,23:30,2018-10-10
"Original Horse Brewpub",Thursday,09:00,22:30,2018-10-11
"Original Horse Brewpub",Friday,10:00,22:30,2018-10-12
"Original Horse Brewpub",Sunday,10:00,22:00,2018-10-14
"Original Horse Brewpub",Saturday,08:00,22:30,2018-10-13
"Outrageous Sailboat Inn",Monday,08:00,22:45,2018-10-15
"Outrageous Sailboat Inn",Tuesday,11:00,22:30,2018-10-09
"Outrageous Sailboat Inn",Wednesday,12:00,22:15,2018-10-10
"Outrageous Sailboat Inn",Thursday,09:00,22:30,2018-10-11
"Outrageous Sailboat Inn",Friday,12:00,22:00,2018-10-12
"Outrageous Sailboat Inn",Sunday,09:00,22:30,2018-10-14
"Outrageous Sailboat Inn",Saturday,12:00,22:15,2018-10-13
"Overrated Pigeons Pub",Monday,12:00,23:15,2018-10-15
"Overrated Pigeons Pub",Tuesday,11:00,22:30,2018-10-09
"Overrated Pigeons Pub",Wednesday,11:00,22:15,2018-10-10
"Overrated Pigeons Pub",Thursday,10:00,23:00,2018-10-11
"Overrated Pigeons Pub",Friday,09:00,22:45,2018-10-12
"Overrated Pigeons Pub",Sunday,11:00,22:30,2018-10-14
"Overrated Pigeons Pub",Saturday,09:00,22:15,2018-10-13
"Parallel Pegasus Bar",Monday,10:00,23:30,2018-10-15
"Parallel Pegasus Bar",Tuesday,08:00,22:15,2018-10-09
"Parallel Pegasus Bar",Wednesday,10:00,23:30,2018-10-10
"Parallel Pegasus Bar",Thursday,08:00,22:00,2018-10-11
"Parallel Pegasus Bar",Friday,08:00,22:15,2018-10-12
"Parallel Pegasus Bar",Sunday,12:00,22:15,2018-10-14
"Parallel Pegasus Bar",Saturday,12:00,23:45,2018-10-13
"Peaceful Bison",Monday,11:00,22:45,2018-10-15
"Peaceful Bison",Tuesday,11:00,22:00,2018-10-09
"Peaceful Bison",Wednesday,09:00,23:30,2018-10-10
"Peaceful Bison",Thursday,08:00,23:15,2018-10-11
"Peaceful Bison",Friday,08:00,23:45,2018-10-12
"Peaceful Bison",Sunday,12:00,23:15,2018-10-14
"Peaceful Bison",Saturday,11:00,23:00,2018-10-13
"Perfect Rabbit Tavern",Monday,08:00,22:30,2018-10-15
"Perfect Rabbit Tavern",Tuesday,09:00,23:45,2018-10-09
"Perfect Rabbit Tavern",Wednesday,12:00,23:15,2018-10-10
"Perfect Rabbit Tavern",Thursday,10:00,23:00,2018-10-11
"Perfect Rabbit Tavern",Friday,09:00,22:15,2018-10-12
"Perfect Rabbit Tavern",Sunday,09:00,23:15,2018-10-14
"Perfect Rabbit Tavern",Saturday,10:00,23:45,2018-10-13
"Pleasant Parrot Tavern",Monday,08:00,22:45,2018-10-15
"Pleasant Parrot Tavern",Tuesday,09:00,23:15,2018-10-09
"Pleasant Parrot Tavern",Wednesday,10:00,22:00,2018-10-10
"Pleasant Parrot Tavern",Thursday,08:00,23:45,2018-10-11
"Pleasant Parrot Tavern",Friday,08:00,22:00,2018-10-12
"Pleasant Parrot Tavern",Sunday,10:00,22:15,2018-10-14
"Pleasant Parrot Tavern",Saturday,09:00,22:45,2018-10-13
"Poor Bats Inn",Monday,09:00,23:45,2018-10-15
"Poor Bats Inn",Tuesday,10:00,23:00,2018-10-09
"Poor Bats Inn",Wednesday,08:00,23:15,2018-10-10
"Poor Bats Inn",Thursday,10:00,22:15,2018-10-11
"Poor Bats Inn",Friday,08:00,23:30,2018-10-12
"Poor Bats Inn",Sunday,10:00,22:30,2018-10-14
"Poor Bats Inn",Saturday,08:00,22:45,2018-10-13
"Proud Spiders",Monday,09:00,22:45,2018-10-15
"Proud Spiders",Tuesday,11:00,22:15,2018-10-09
"Proud Spiders",Wednesday,11:00,23:30,2018-10-10
"Proud Spiders",Thursday,10:00,22:15,2018-10-11
"Proud Spiders",Friday,11:00,23:30,2018-10-12
"Proud Spiders",Sunday,12:00,22:15,2018-10-14
"Proud Spiders",Saturday,10:00,22:15,2018-10-13
"Psychotic Seadog",Monday,09:00,23:45,2018-10-15
"Psychotic Seadog",Tuesday,08:00,22:45,2018-10-09
"Psychotic Seadog",Wednesday,09:00,22:15,2018-10-10
"Psychotic Seadog",Thursday,09:00,22:15,2018-10-11
"Psychotic Seadog",Friday,12:00,23:15,2018-10-12
"Psychotic Seadog",Sunday,09:00,23:30,2018-10-14
"Psychotic Seadog",Saturday,08:00,23:30,2018-10-13
"Purple Pint Bar and Grille",Monday,11:00,22:30,2018-10-15
"Purple Pint Bar and Grille",Tuesday,09:00,23:45,2018-10-09
"Purple Pint Bar and Grille",Wednesday,09:00,23:45,2018-10-10
"Purple Pint Bar and Grille",Thursday,09:00,23:30,2018-10-11
"Purple Pint Bar and Grille",Friday,08:00,22:30,2018-10-12
"Purple Pint Bar and Grille",Sunday,09:00,23:30,2018-10-14
"Purple Pint Bar and Grille",Saturday,08:00,23:15,2018-10-13
"Quickest Doves",Monday,11:00,22:30,2018-10-15
"Quickest Doves",Tuesday,09:00,22:00,2018-10-09
"Quickest Doves",Wednesday,10:00,22:30,2018-10-10
"Quickest Doves",Thursday,10:00,22:30,2018-10-11
"Quickest Doves",Friday,08:00,23:45,2018-10-12
"Quickest Doves",Sunday,12:00,22:30,2018-10-14
"Quickest Doves",Saturday,10:00,22:00,2018-10-13
"Rainy Lime Tavern",Monday,08:00,23:30,2018-10-15
"Rainy Lime Tavern",Tuesday,12:00,23:00,2018-10-09
"Rainy Lime Tavern",Wednesday,12:00,22:45,2018-10-10
"Rainy Lime Tavern",Thursday,08:00,23:15,2018-10-11
"Rainy Lime Tavern",Friday,11:00,23:45,2018-10-12
"Rainy Lime Tavern",Sunday,11:00,22:15,2018-10-14
"Rainy Lime Tavern",Saturday,09:00,22:00,2018-10-13
"Real Shark Inn",Monday,12:00,23:00,2018-10-15
"Real Shark Inn",Tuesday,08:00,22:15,2018-10-09
"Real Shark Inn",Wednesday,11:00,22:15,2018-10-10
"Real Shark Inn",Thursday,11:00,23:45,2018-10-11
"Real Shark Inn",Friday,10:00,22:30,2018-10-12
"Real Shark Inn",Sunday,09:00,23:00,2018-10-14
"Real Shark Inn",Saturday,11:00,22:45,2018-10-13
"Regular Drum Tavern",Monday,08:00,23:45,2018-10-15
"Regular Drum Tavern",Tuesday,10:00,23:30,2018-10-09
"Regular Drum Tavern",Wednesday,10:00,22:15,2018-10-10
"Regular Drum Tavern",Thursday,12:00,23:45,2018-10-11
"Regular Drum Tavern",Friday,09:00,22:30,2018-10-12
"Regular Drum Tavern",Sunday,08:00,23:00,2018-10-14
"Regular Drum Tavern",Saturday,08:00,23:15,2018-10-13
"Responsible Chair",Monday,08:00,23:30,2018-10-15
"Responsible Chair",Tuesday,09:00,22:30,2018-10-09
"Responsible Chair",Wednesday,08:00,23:15,2018-10-10
"Responsible Chair",Thursday,11:00,23:15,2018-10-11
"Responsible Chair",Friday,09:00,22:30,2018-10-12
"Responsible Chair",Sunday,08:00,22:45,2018-10-14
"Responsible Chair",Saturday,08:00,23:15,2018-10-13
"Rich Tauren Bar",Monday,08:00,23:45,2018-10-15
"Rich Tauren Bar",Tuesday,10:00,22:45,2018-10-09
"Rich Tauren Bar",Wednesday,12:00,23:45,2018-10-10
"Rich Tauren Bar",Thursday,10:00,22:45,2018-10-11
"Rich Tauren Bar",Friday,08:00,22:45,2018-10-12
"Rich Tauren Bar",Sunday,08:00,22:15,2018-10-14
"Rich Tauren Bar",Saturday,12:00,23:00,2018-10-13
"Russian Otter Pub",Monday,10:00,23:30,2018-10-15
"Russian Otter Pub",Tuesday,12:00,22:30,2018-10-09
"Russian Otter Pub",Wednesday,10:00,22:00,2018-10-10
"Russian Otter Pub",Thursday,12:00,22:00,2018-10-11
"Russian Otter Pub",Friday,10:00,23:00,2018-10-12
"Russian Otter Pub",Sunday,10:00,22:00,2018-10-14
"Russian Otter Pub",Saturday,12:00,22:45,2018-10-13
"Rusty Sailor Outpost",Monday,12:00,22:15,2018-10-15
"Rusty Sailor Outpost",Tuesday,11:00,23:15,2018-10-09
"Rusty Sailor Outpost",Wednesday,10:00,22:30,2018-10-10
"Rusty Sailor Outpost",Thursday,09:00,23:00,2018-10-11
"Rusty Sailor Outpost",Friday,09:00,22:00,2018-10-12
"Rusty Sailor Outpost",Sunday,12:00,23:45,2018-10-14
"Rusty Sailor Outpost",Saturday,09:00,22:30,2018-10-13
"Ruthless Chestnut",Monday,10:00,23:45,2018-10-15
"Ruthless Chestnut",Tuesday,12:00,23:30,2018-10-09
"Ruthless Chestnut",Wednesday,08:00,22:15,2018-10-10
"Ruthless Chestnut",Thursday,11:00,23:15,2018-10-11
"Ruthless Chestnut",Friday,11:00,22:30,2018-10-12
"Ruthless Chestnut",Sunday,09:00,23:45,2018-10-14
"Ruthless Chestnut",Saturday,10:00,23:30,2018-10-13
"Safe Palm Inn",Monday,11:00,22:15,2018-10-15
"Safe Palm Inn",Tuesday,12:00,22:30,2018-10-09
"Safe Palm Inn",Wednesday,09:00,22:45,2018-10-10
"Safe Palm Inn",Thursday,12:00,22:00,2018-10-11
"Safe Palm Inn",Friday,11:00,23:30,2018-10-12
"Safe Palm Inn",Sunday,08:00,23:15,2018-10-14
"Safe Palm Inn",Saturday,12:00,23:15,2018-10-13
"Scared Crossbow Tavern",Monday,09:00,22:45,2018-10-15
"Scared Crossbow Tavern",Tuesday,09:00,23:30,2018-10-09
"Scared Crossbow Tavern",Wednesday,11:00,23:00,2018-10-10
"Scared Crossbow Tavern",Thursday,09:00,23:45,2018-10-11
"Scared Crossbow Tavern",Friday,11:00,23:00,2018-10-12
"Scared Crossbow Tavern",Sunday,11:00,23:30,2018-10-14
"Scared Crossbow Tavern",Saturday,08:00,22:00,2018-10-13
"Scary Kiwi",Monday,12:00,23:15,2018-10-15
"Scary Kiwi",Tuesday,09:00,22:00,2018-10-09
"Scary Kiwi",Wednesday,12:00,23:30,2018-10-10
"Scary Kiwi",Thursday,12:00,23:30,2018-10-11
"Scary Kiwi",Friday,09:00,23:30,2018-10-12
"Scary Kiwi",Sunday,09:00,23:30,2018-10-14
"Scary Kiwi",Saturday,10:00,23:45,2018-10-13
"Shattered Oak",Monday,08:00,23:00,2018-10-15
"Shattered Oak",Tuesday,11:00,23:00,2018-10-09
"Shattered Oak",Wednesday,11:00,23:30,2018-10-10
"Shattered Oak",Thursday,09:00,22:45,2018-10-11
"Shattered Oak",Friday,10:00,22:30,2018-10-12
"Shattered Oak",Sunday,09:00,22:30,2018-10-14
"Shattered Oak",Saturday,10:00,22:00,2018-10-13
"Shouting Snake Inn",Monday,08:00,23:15,2018-10-15
"Shouting Snake Inn",Tuesday,09:00,22:30,2018-10-09
"Shouting Snake Inn",Wednesday,12:00,22:30,2018-10-10
"Shouting Snake Inn",Thursday,12:00,23:45,2018-10-11
"Shouting Snake Inn",Friday,12:00,22:00,2018-10-12
"Shouting Snake Inn",Sunday,10:00,22:15,2018-10-14
"Shouting Snake Inn",Saturday,12:00,22:15,2018-10-13
"Skinny Guitar",Monday,09:00,23:15,2018-10-15
"Skinny Guitar",Tuesday,09:00,22:00,2018-10-09
"Skinny Guitar",Wednesday,11:00,23:15,2018-10-10
"Skinny Guitar",Thursday,08:00,22:30,2018-10-11
"Skinny Guitar",Friday,08:00,23:30,2018-10-12
"Skinny Guitar",Sunday,09:00,22:45,2018-10-14
"Skinny Guitar",Saturday,11:00,23:30,2018-10-13
"Smelly Crane Tavern",Monday,10:00,23:45,2018-10-15
"Smelly Crane Tavern",Tuesday,08:00,22:45,2018-10-09
"Smelly Crane Tavern",Wednesday,09:00,23:15,2018-10-10
"Smelly Crane Tavern",Thursday,11:00,23:30,2018-10-11
"Smelly Crane Tavern",Friday,10:00,22:45,2018-10-12
"Smelly Crane Tavern",Sunday,12:00,23:45,2018-10-14
"Smelly Crane Tavern",Saturday,12:00,23:15,2018-10-13
"Snobbish Jackal Inn",Monday,10:00,23:45,2018-10-15
"Snobbish Jackal Inn",Tuesday,11:00,23:30,2018-10-09
"Snobbish Jackal Inn",Wednesday,10:00,23:15,2018-10-10
"Snobbish Jackal Inn",Thursday,08:00,23:30,2018-10-11
"Snobbish Jackal Inn",Friday,11:00,23:30,2018-10-12
"Snobbish Jackal Inn",Sunday,12:00,23:30,2018-10-14
"Snobbish Jackal Inn",Saturday,08:00,22:30,2018-10-13
"Sore Head",Monday,08:00,23:45,2018-10-15
"Sore Head",Tuesday,10:00,22:15,2018-10-09
"Sore Head",Wednesday,12:00,23:00,2018-10-10
"Sore Head",Thursday,11:00,22:00,2018-10-11
"Sore Head",Friday,10:00,23:15,2018-10-12
"Sore Head",Sunday,09:00,23:30,2018-10-14
"Sore Head",Saturday,12:00,22:30,2018-10-13
"Sour Axe Bar",Monday,09:00,22:00,2018-10-15
"Sour Axe Bar",Tuesday,11:00,23:45,2018-10-09
"Sour Axe Bar",Wednesday,08:00,23:15,2018-10-10
"Sour Axe Bar",Thursday,09:00,22:45,2018-10-11
"Sour Axe Bar",Friday,10:00,23:45,2018-10-12
"Sour Axe Bar",Sunday,09:00,23:45,2018-10-14
"Sour Axe Bar",Saturday,10:00,22:30,2018-10-13
"Spicy Cats Tavern",Monday,08:00,23:30,2018-10-15
"Spicy Cats Tavern",Tuesday,12:00,23:45,2018-10-09
